,Transaction_date,Name,Gender,Email,City,Product_id,Amount_spent
815,2021-02-24,Prof. Frida Sager,M,ortrud99@zaenker.com,Eberswalde,07922466,97.61
816,2021-04-11,Dr. Zeynep Pergande B.Sc.,M,alidadietz@googlemail.com,Wertingen,78208506,77.5
817,2021-04-18,Frederike Wulff,M,inkenhaering@scheuermann.com,Königs Wusterhausen,78174214,17.73
818,2021-01-20,Mattias Rogge,M,rosa47@otto.de,Höxter,68392567,21.59
819,2021-05-13,Ing. Mijo Salz B.Eng.,M,nkrause@heidrich.com,Diepholz,97010043,32.73
820,2021-06-02,Herr Heinz-Günther Dörr,F,frederikeweinhold@hering.de,Soltau,28422303,48.8
821,2021-02-16,Kira Nerger-Hertrampf,F,jochemfroehlich@staude.de,Weißwasser,74497225,41.26
822,2021-04-11,Univ.Prof. Christiana Schleich MBA.,M,steydietlind@aol.de,Nordhausen,97064732,76.86
823,2021-03-21,Dr. Karin Etzold,F,kay-uwe15@gmail.com,Ilmenau,58675106,25.74
824,2021-07-10,Piotr Holsten-Schüler,M,stephenetzold@bolzmann.org,Fulda,68080143,9.41
825,2021-03-12,Univ.Prof. Richard Hölzenbecher B.Eng.,F,jozef77@siering.com,Wittmund,95950372,97.7
826,2021-08-09,Zdravko Mosemann MBA.,M,daniele50@aol.de,Pößneck,44636951,8.46
827,2021-02-13,Nadja Renner-Zorbach,F,gudulaullrich@hotmail.de,Strasburg,19535999,22.67
828,2021-02-03,Hülya Dobes B.A.,F,ikitzmann@gmx.de,Nabburg,82502775,1.13
829,2021-01-19,Sieghard Gertz,F,ajaentsch@fliegner.com,Eilenburg,24424523,76.23
830,2021-07-05,Monika Lindner,F,aumannklaus-guenter@neuschaefer.de,Pößneck,44044848,89.71
831,2021-01-29,Wolf-Dieter Meister,F,dbonbach@taesche.de,Stadtroda,55316156,34.52
832,2021-01-04,Birger Rogner,M,ivana15@hotmail.de,Bremen,01157093,8.2
833,2021-02-17,Ing. Britta Loos,M,qniemeier@gmx.de,Torgau,32957631,38.32
834,2021-07-24,Univ.Prof. Christiane Karz,M,xkroker@dussen.net,Mühldorf am Inn,95477374,75.7
835,2021-07-10,Dierk Schottin,M,dinaschleich@googlemail.com,Berchtesgaden,72822234,2.47
836,2021-07-06,Dan Döring,F,salih34@googlemail.com,Rehau,62561778,3.53
837,2021-01-17,Hans-Dieter Becker-Baum,M,wohlgemutevelyne@yahoo.de,Kassel,35711735,60.27
838,2021-05-28,Hans-Dieter Scholtz,M,drewesdiethard@googlemail.com,Holzminden,21952302,84.72
839,2021-02-10,Prof. Kreszentia Rosenow B.A.,M,jmuehle@biggen.de,Schrobenhausen,65684160,24.2
840,2021-06-23,Hans-Peter Stroh-Junk,M,klaus-guenterschaaf@hesse.com,Jülich,72635025,17.6
841,2021-03-17,Jozef Staude,M,pmueller@siering.net,Weimar,80210214,32.15
842,2021-08-07,Timm Bauer,F,mary58@mueller.net,Crailsheim,88983943,15.21
843,2021-07-30,Thorben Otto-Römer,F,asteinberg@yahoo.de,Osterburg,37984991,44.38
844,2021-02-16,Dr. Simona Lindner B.Sc.,M,giovanni55@hess.com,Hagenow,61934030,65.28
845,2021-04-30,Dr. Ignaz Knappe B.Eng.,M,hmuehle@gmx.de,Kehl,13366988,40.93
846,2021-03-29,Rabea Sauer,F,irmageissler@haering.de,Eisenberg,68658038,15.2
847,2021-04-06,Jens Henck,F,hoevelbenjamin@schomber.com,Stade,95148816,79.8
848,2021-07-25,Herr Ditmar Atzler B.Sc.,F,jopichguenther@ruppert.de,Wismar,79903547,40.31
849,2021-07-18,Dittmar Röhrdanz,M,kunibertwernecke@kitzmann.com,Luckenwalde,98938353,62.42
850,2021-03-23,Ekaterina Schaaf,F,nbeer@junk.com,Stade,09506763,2.11
851,2021-05-23,Anka Höfig,M,mhesse@plath.org,Erbisdorf,90086922,97.38
852,2021-03-19,Wilhelmine Dippel,M,izahn@hecker.com,Fürstenwalde,12320349,9.32
853,2021-07-03,Olivia Nohlmans,F,karzwiltrud@gmail.com,Nordhausen,68163891,58.12
854,2021-01-29,Aleksandr Becker,F,fhoerle@henschel.de,Böblingen,13355043,12.73
855,2021-05-29,Lissi Schuchhardt,M,heididoerr@gmx.de,Stade,05735655,10.76
856,2021-07-10,Eileen Stiffel,F,zekijacobi-jaeckel@gerlach.de,Weißwasser,77569226,55.69
857,2021-01-03,Gernot Hermighausen,M,heinijunken@yahoo.de,Lübben,90310843,17.35
858,2021-05-03,Ing. Guntram van der Dussen,F,carinetzler@gmail.com,Schwerin,69724152,56.7
859,2021-02-25,Rosalinde Huhn B.A.,F,richard77@baum.com,Meißen,00405669,38.49
860,2021-01-16,Marvin Benthin,F,koch-iiheinz-otto@hermann.com,Finsterwalde,35167051,32.18
861,2021-01-18,Helge Noack B.Eng.,M,mijohettner@aol.de,Bayreuth,34836927,9.12
862,2021-04-07,Ioannis Walter,F,bachmannantonio@baerer.com,Burg,24460200,58.49
863,2021-02-27,Steffen Eckbauer B.A.,F,violareichmann@lorch.org,Hettstedt,44906375,58.75
864,2021-01-20,Dipl.-Ing. Philipp Wohlgemut B.Eng.,M,gertbiggen@gmail.com,Aachen,18468229,53.26
865,2021-02-01,Hanno Zirme,F,reingard54@hiller.de,Bautzen,11088059,18.58
866,2021-06-07,Beate Schlosser,F,metzleyla@hotmail.de,Hamburg,01834758,31.24
867,2021-02-07,Songül auch Schlauchin,F,bfreudenberger@aol.de,Bad Liebenwerda,30630406,34.18
868,2021-04-22,Vito Wesack,M,adolfinekusch@gmx.de,Ravensburg,52880599,69.32
869,2021-06-29,Hinrich Ruppert B.Eng.,F,qheinz@gmail.com,Rosenheim,12557196,7.24
870,2021-06-27,Heinz-Josef Kostolzin,M,klaus-ulrich88@googlemail.com,Perleberg,93945929,71.79
871,2021-01-28,Almuth Löwer,M,janinebarth@gmail.com,Eckernförde,54881075,48.57
872,2021-04-17,Florence Fröhlich,F,gildaschaefer@gmail.com,Schwäbisch Hall,80228271,22.9
873,2021-03-15,Klaas Lorch-Geisler,M,kflantz@googlemail.com,Hagenow,34710494,4.8
874,2021-03-16,Anika Schacht,M,inna01@googlemail.com,Uelzen,51601836,35.73
875,2021-06-29,Ing. Michail Kallert,F,ybutte@lindner.com,Osterburg,32158199,42.3
876,2021-03-18,Czeslaw Börner-Liebelt,M,casparmarion@heidrich.com,Büsingen am Hochrhein,75905910,39.37
877,2021-05-08,Irmengard Jäntsch,M,farukkoester@web.de,Rastatt,38519505,2.76
878,2021-02-22,Herr Hans-Günther Mielcarek MBA.,M,damaris66@gmail.com,Wurzen,59006060,76.22
879,2021-04-22,Prof. Eckhard Mangold MBA.,M,cemilwilms@losekann.de,Cuxhaven,10324646,60.91
880,2021-05-30,Ing. Juan Trapp,M,annelie76@oderwald.com,Säckingen,52915499,90.8
881,2021-02-10,Rigo Trubin,M,akallert@pechel.com,Viersen,01866339,80.58
882,2021-04-01,Alexandre Röhricht,M,jonas90@gmx.de,Mayen,74118205,78.86
883,2021-06-09,Albrecht Stiffel,M,baehrklaus@harloff.de,Torgau,55764902,41.36
884,2021-04-27,Reinhart Reinhardt-Gutknecht,M,camillamaelzer@stey.com,Vechta,31917681,83.81
885,2021-05-11,Maurice Hering B.Sc.,F,sinajunck@gmail.com,Miesbach,99556686,54.62
886,2021-05-16,Eric Krein,M,pechelheimo@aol.de,Kitzingen,43553228,37.0
887,2021-02-10,Univ.Prof. Almut Bolzmann B.Sc.,F,janna24@aol.de,Hildesheim,76410512,60.2
888,2021-03-18,Frau Grazyna Gertz,M,aynur36@bonbach.com,Schweinfurt,72801857,95.54
889,2021-07-07,Sigismund Christoph,M,burkhardtbutte@moechlichen.de,Amberg,83370359,87.96
890,2021-02-16,Dennis Reichmann,F,ssiering@hotmail.de,Zeulenroda,73860617,32.8
891,2021-06-26,Dr. Friedemann Steinberg,M,vhornich@yahoo.de,Bremen,96839690,33.18
892,2021-02-27,Ronald Schleich,M,mangoldmato@gmx.de,Bützow,90054112,41.25
893,2021-04-15,Karl-Peter Boucsein-Karge,M,schenkbela@gmail.com,Arnstadt,73916505,12.18
894,2021-04-01,Felicia Jähn,M,irenedowerg@ebert.de,Apolda,96261606,17.31
895,2021-03-31,Nadia Becker B.Sc.,F,friedrich37@jacobi.de,Brand,27874615,31.7
896,2021-06-10,Frau Marleen Zimmer B.Eng.,F,thaddaeusloeffler@gmx.de,Nördlingen,07808241,68.46
897,2021-04-13,Heinz-Werner Weinhage,F,aanders@yahoo.de,Bad Freienwalde,77694539,94.23
898,2021-03-06,Danielle Bloch,F,bauerismet@henk.com,Quedlinburg,94555400,48.23
899,2021-01-31,Alfredo Freudenberger,M,alexei71@web.de,Genthin,81340156,88.93
900,2021-03-28,Karl-August Bruder B.A.,M,herrmannroberto@googlemail.com,Erding,67839933,50.16
901,2021-03-22,Gabriel Martin,F,michaele55@yahoo.de,Senftenberg,81979417,99.1
902,2021-01-09,Prof. Karla Geisler,F,aschulz@steckel.com,Goslar,15247162,45.7
903,2021-03-30,Violetta Haase,M,attilalosekann@bluemel.com,Bischofswerda,30519985,27.36
904,2021-06-17,Irmela Kraushaar-Krein,M,ferencholsten@stiffel.org,Eisleben,28482093,98.2
905,2021-06-18,Raphaela Neureuther,M,lbaum@gmail.com,Strasburg,91534149,21.6
906,2021-03-18,Klara Speer,M,fatma50@hotmail.de,Eilenburg,10162538,12.37
907,2021-04-11,Maya Fiebig,F,warmerivana@web.de,Sebnitz,36903948,24.31
908,2021-08-09,Barbara Stroh-Hartung,F,bienfrancoise@gmail.com,Neustadtner Waldnaab,50864959,13.21
909,2021-02-16,Antonietta Mielcarek,M,giovanna27@krause.org,Schweinfurt,34033401,35.89
910,2021-03-03,Elke Vogt-Wirth,F,aumanncarmela@yahoo.de,Zeulenroda,04346845,89.82
911,2021-03-31,Dr. Reinhart Mangold B.Eng.,F,jerzykensy@putz.com,Schwäbisch Hall,56557534,13.39
912,2021-04-01,Hülya Sontag,F,elise26@yahoo.de,Eckernförde,45114250,46.16
913,2021-05-09,Albina Geisel,M,axelwarmer@doehn.net,Rothenburg ob der Tauber,38887932,47.29
914,2021-03-19,Prof. Patrik Rädel MBA.,F,roderich35@renner.de,Soltau,13445379,98.34
915,2021-01-07,Uli Kreusel-Tlustek,M,pius20@aol.de,Pinneberg,70843774,32.4
916,2021-05-15,Daria Heinrich B.Sc.,M,oneureuther@haering.de,Bad Kissingen,00584593,46.85
917,2021-05-27,Bartholomäus Schlosser,M,jmies@web.de,Eisenach,67565993,13.38
918,2021-05-20,Tilmann Juncken,M,veronica54@hotmail.de,Burg,71327129,25.76
919,2021-03-04,Paul-Gerhard Reinhardt,M,antje05@stiebitz.de,Stendal,82203023,29.75
920,2021-01-08,Lissy Sauer B.Sc.,M,abraham42@kobelt.org,Beeskow,55393676,77.85
921,2021-01-04,Dr. Melitta Mude,M,gretl33@kroker.de,Spremberg,20305901,11.29
922,2021-06-22,Mark Kallert B.Sc.,M,fotto@beckmann.com,Schwandorf,31408684,34.7
923,2021-06-26,Annedore Butte,M,gisaschenk@schueler.net,Sangerhausen,82736705,93.22
924,2021-05-31,Herr Erkan Wulf,M,schwitalmarc@googlemail.com,Zschopau,29099320,34.41
925,2021-01-27,Univ.Prof. Gabriella Röhricht B.Eng.,F,madlen43@gmx.de,Mittweida,98576104,98.2
926,2021-01-27,Herr Jobst Höfig B.Eng.,M,carmelo67@loos.com,Jülich,40248363,45.37
927,2021-05-11,Emmerich Lange,M,gorlitzotto@preiss.de,Rostock,11172468,79.34
928,2021-07-30,Dr. Bodo Conradi B.Sc.,F,jacobcordula@bloch.com,Regensburg,05787913,34.5
929,2021-07-03,Clara Etzler-Gerlach,M,karl-wernerpoelitz@walter.com,Genthin,50476183,54.2
930,2021-06-11,Dorothee Meyer,F,ludmilawilmsen@aol.de,Grafenau,71972176,67.33
931,2021-03-02,Emil Juncken,M,hillerdanuta@googlemail.com,Ebersberg,53662156,94.5
932,2021-05-04,Patrik Weinhold B.Eng.,F,paola88@gmail.com,Brilon,89270578,4.5
933,2021-05-22,Frieda Schweitzer,M,kpatberg@gmail.com,Gadebusch,76940569,11.8
934,2021-05-27,Frau Änne Trub,F,gutetatiana@gmx.de,Forchheim,03822821,69.95
935,2021-03-25,Alma Holt,M,astiffel@gmail.com,Artern,05468188,87.55
936,2021-07-06,Univ.Prof. Toralf Roht MBA.,M,leifroemer@aol.de,Heiligenstadt,49208108,53.7
937,2021-05-05,Gisela Warmer,M,donata67@web.de,Görlitz,08456304,28.98
938,2021-06-30,Ing. Claudia Hahn,F,urbanstadelmann@stahr.de,Büsingen am Hochrhein,34189962,5.99
939,2021-01-28,Trudel Schmidtke,M,ingrideckbauer@gmx.de,Havelberg,05559343,21.99
940,2021-04-01,Nikola Geisel,F,meryem23@gmx.de,Eisenach,28799924,8.63
941,2021-02-23,Elsbeth Beyer,M,dietlindepreiss@hecker.org,Kleve,09713987,41.74
942,2021-06-07,Andy Mans,F,pnohlmans@loechel.de,Säckingen,27307526,80.46
943,2021-07-06,Dipl.-Ing. Lucia Thanel B.A.,F,martinrudolf@dippel.org,Starnberg,09991040,32.32
944,2021-02-16,Prof. Sylwia Faust,F,donata47@yahoo.de,Dieburg,12414000,37.49
945,2021-02-20,Maria-Luise Seip MBA.,F,wencke94@oderwald.de,Germersheim,93337229,31.29
946,2021-07-19,Cathrin Finke,M,ahoerle@yahoo.de,Vohenstrauß,45668791,28.97
947,2021-08-02,Norbert Mangold,M,jschmiedt@ullmann.com,Bergzabern,88130231,5.7
948,2021-05-05,Herr Attila Thanel,F,trappkarl-hermann@gmail.com,Hünfeld,23393677,14.73
949,2021-02-12,Ing. Mariechen Gertz,F,ekkehartwende@schuchhardt.de,Schwarzenberg,26966212,66.79
950,2021-03-20,Edith Plath,F,rustgiuseppe@gmx.de,Nordhausen,22088604,18.15
951,2021-08-08,Gitta auch Schlauchin,F,rthanel@web.de,Schwarzenberg,65419670,48.21
952,2021-06-06,Alwina Ackermann,M,klaerejuncken@trub.org,Eisleben,88679495,86.9
953,2021-02-13,Ing. Myriam Salz B.Eng.,M,baererbjoern@googlemail.com,Olpe,41229576,5.86
954,2021-01-24,Lene Gieß,F,halilstiebitz@web.de,Bischofswerda,65690093,37.66
955,2021-03-11,Christiane Ackermann-Döring,F,galina05@hotmail.de,Moers,92187122,58.84
956,2021-03-14,Magrit Geißler,F,brigittahesse@gmail.com,Tübingen,51964016,79.36
957,2021-07-07,Mirja Peukert-Textor,F,krokerkarl-ludwig@aol.de,Fürstenfeldbruck,32420906,33.27
958,2021-04-21,Reingard Flantz,F,tomislav59@aol.de,Monschau,80651314,63.41
959,2021-01-15,Prof. Romy Klingelhöfer,F,diethard93@aol.de,Wetzlar,52110443,14.17
960,2021-04-11,Kazim Lehmann,M,recep32@aol.de,Hamburg,34481981,79.6
961,2021-03-30,Dina Tröst,F,fmuelichen@oderwald.net,Warendorf,22512239,59.3
962,2021-04-21,Dipl.-Ing. Reni Anders,M,buchholzkarl-heinrich@faust.com,Lippstadt,45657092,37.2
963,2021-08-07,Nikolaj Hamann,F,jockelluitgard@maelzer.de,Kassel,12711475,15.67
964,2021-01-11,Justine Beyer,F,vincent20@gmx.de,Holzminden,21416477,43.31
965,2021-03-18,Arnold Schweitzer,F,mitschkeljiljana@yahoo.de,Wolfenbüttel,96189313,93.31
966,2021-06-29,Univ.Prof. Antje Wagenknecht B.A.,F,mosemanningelore@jessel.com,Heinsberg,03283035,65.81
967,2021-04-05,Herr Aleksandr Hahn MBA.,F,spiessaloisia@aol.de,Oschatz,33477718,79.7
968,2021-02-13,Tomislav Dowerg-Trapp,F,fjopich@eimer.com,Vohenstrauß,18866032,32.48
969,2021-04-25,Jörg Loos B.Eng.,F,maritkaul@liebelt.com,Hohenmölsen,34419816,6.49
970,2021-01-23,Prof. Kristina Benthin,M,till93@gmx.de,Parsberg,52578113,66.76
971,2021-04-23,Prof. Wolf Zimmer,M,carlos64@rust.de,Schwandorf,26680347,33.1
972,2021-01-28,Kornelius Linke,M,ualbers@meister.de,Wesel,01086454,79.92
973,2021-03-16,Dipl.-Ing. Sedat Gierschner B.Eng.,F,halina10@yahoo.de,Oranienburg,86894845,58.3
974,2021-01-31,Cemil Kitzmann,M,felicitas26@hess.org,Celle,99015497,67.69
975,2021-03-20,Monica Kallert,M,brunhildegeissler@scheibe.org,Burgdorf,52393976,22.24
976,2021-02-07,Maria-Luise Röhrdanz-Kraushaar,M,frankelaila@gmx.de,Darmstadt,34161517,6.63
977,2021-04-02,Frieda Zorbach,M,hansjuergenhaering@kade.com,Starnberg,77367433,84.51
978,2021-07-04,Kay-Uwe Fiebig,F,bonbachliesa@hartung.de,Emmendingen,81581085,18.67
979,2021-08-09,Kay-Uwe Huhn,M,sfiebig@ruppersberger.net,Mittweida,33208756,42.69
980,2021-08-04,Ing. Milica Kitzmann,M,huhnhermann@yahoo.de,Lobenstein,45376207,41.92
981,2021-07-20,Dr. Carla Sölzer MBA.,M,anjaharloff@hotmail.de,Vechta,29311897,44.29
982,2021-01-04,Rita Schäfer,M,zorbachpascal@googlemail.com,Luckenwalde,28371137,61.86
983,2021-07-25,Catharina Hendriks,M,pmartin@schuster.net,Rostock,67321308,93.32
984,2021-06-07,Felicitas Bolnbach,M,wojciech53@schenk.de,Werdau,81759163,28.98
985,2021-07-28,Egbert Caspar,M,agnieszka58@klotz.com,Aue,08007971,98.88
986,2021-03-12,Arzu Fiebig,M,emiliahoevel@aol.de,Fürstenwalde,05906178,34.82
987,2021-06-03,Paul Hartung,M,cornelius61@hotmail.de,Pritzwalk,55400268,86.97
988,2021-01-06,Natalja Geisler MBA.,F,zahnraisa@rudolph.com,Fallingbostel,95922744,63.3
989,2021-04-15,Sedat Höfig,F,cwarmer@dippel.net,Arnstadt,70725155,67.44
990,2021-01-10,Eckhardt Rudolph,M,vkusch@aol.de,Rothenburg ob der Tauber,36267217,15.98
991,2021-04-15,Beata Gröttner,F,heideroseeimer@rosenow.com,Cuxhaven,26834887,9.98
992,2021-06-25,Carlo Ruppersberger-Butte,M,lbauer@gmail.com,Darmstadt,91467201,60.65
993,2021-06-23,Silvana Schüler-Wesack,F,stroheleonora@saeuberlich.com,Ahaus,98784561,6.42
994,2021-02-13,Susanna Röhricht,M,maurizio31@fiebig.de,Schrobenhausen,16618428,5.74
995,2021-05-14,Matteo auch Schlauchin MBA.,M,aloys55@hauffer.com,Fallingbostel,48560610,92.22
996,2021-04-30,Jörgen Kramer,M,concettagerlach@seidel.com,Recklinghausen,73321828,47.4
997,2021-07-29,Prof. Hans-Wilhelm Schäfer MBA.,M,guntram32@web.de,Borna,04941859,98.8
998,2021-07-18,Herr Hardy Mitschke B.Eng.,M,margaretheweller@gmail.com,Strausberg,40202648,19.9
999,2021-03-12,Alf Dowerg,F,elfi23@wilmsen.de,Konstanz,90937811,53.21
